State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
UT,Utah,2016,April,Psychostimulants with abuse potential (T43.6),163,182,100,0.484288151,
UT,Utah,2016,May,Psychostimulants with abuse potential (T43.6),167,187,100,0.50386111,
UT,Utah,2016,June,Psychostimulants with abuse potential (T43.6),164,185,100,0.518700519,
UT,Utah,2016,July,Psychostimulants with abuse potential (T43.6),166,189,100,0.569846955,
UT,Utah,2016,August,Psychostimulants with abuse potential (T43.6),167,192,100,0.616883117,
UT,Utah,2016,September,Psychostimulants with abuse potential (T43.6),159,187,100,0.717716259,
UT,Utah,2016,October,Psychostimulants with abuse potential (T43.6),152,183,100,0.828953784,
UT,Utah,2016,November,Psychostimulants with abuse potential (T43.6),147,180,100,0.897275545,
UT,Utah,2016,December,Psychostimulants with abuse potential (T43.6),147,181,100,0.908206293,
UT,Utah,2017,January,Psychostimulants with abuse potential (T43.6),146,178,100,0.899203101,* Underreported due to incomplete data
UT,Utah,2017,February,Psychostimulants with abuse potential (T43.6),147,178,100,0.880843015,* Underreported due to incomplete data
UT,Utah,2017,March,Psychostimulants with abuse potential (T43.6),146,176,100,0.865660337,* Underreported due to incomplete data
UT,Utah,2017,April,Psychostimulants with abuse potential (T43.6),151,180,100,0.807325531,* Underreported due to incomplete data
UT,Utah,2017,May,Psychostimulants with abuse potential (T43.6),159,188,100,0.787615426,* Underreported due to incomplete data
UT,Utah,2017,June,Psychostimulants with abuse potential (T43.6),166,196,100,0.766221063,* Underreported due to incomplete data
UT,Utah,2017,July,Psychostimulants with abuse potential (T43.6),167,198,100,0.73633686,* Underreported due to incomplete data
UT,Utah,2017,August,Psychostimulants with abuse potential (T43.6),167,198,100,0.702576112,* Underreported due to incomplete data
UT,Utah,2017,September,Psychostimulants with abuse potential (T43.6),172,199,100,0.594916171,* Underreported due to incomplete data
UT,Utah,2017,October,Psychostimulants with abuse potential (T43.6),172,192,100,0.45657195,* Underreported due to incomplete data
UT,Utah,2017,November,Psychostimulants with abuse potential (T43.6),178,193,100,0.357390516,* Underreported due to incomplete data
UT,Utah,2015,January,"Synthetic opioids, excl. methadone (T40.4)",68,74,100,0.340981333,
UT,Utah,2015,February,"Synthetic opioids, excl. methadone (T40.4)",62,67,100,0.338477425,
UT,Utah,2015,March,"Synthetic opioids, excl. methadone (T40.4)",58,63,100,0.319215642,
UT,Utah,2015,April,"Synthetic opioids, excl. methadone (T40.4)",62,67,100,0.307202185,
UT,Utah,2015,May,"Synthetic opioids, excl. methadone (T40.4)",66,71,100,0.317100793,
UT,Utah,2015,June,"Synthetic opioids, excl. methadone (T40.4)",63,68,100,0.338237781,
UT,Utah,2015,July,"Synthetic opioids, excl. methadone (T40.4)",62,67,100,0.342850719,
UT,Utah,2015,August,"Synthetic opioids, excl. methadone (T40.4)",61,66,100,0.296735905,
UT,Utah,2015,September,"Synthetic opioids, excl. methadone (T40.4)",67,72,100,0.269148817,
UT,Utah,2015,October,"Synthetic opioids, excl. methadone (T40.4)",70,75,100,0.301709688,
UT,Utah,2015,November,"Synthetic opioids, excl. methadone (T40.4)",67,72,100,0.285218947,
UT,Utah,2015,December,"Synthetic opioids, excl. methadone (T40.4)",63,68,100,0.319417204,
UT,Utah,2016,January,"Synthetic opioids, excl. methadone (T40.4)",72,78,100,0.33683265,
UT,Utah,2016,February,"Synthetic opioids, excl. methadone (T40.4)",78,85,100,0.384615385,
UT,Utah,2016,March,"Synthetic opioids, excl. methadone (T40.4)",79,87,100,0.415167451,
UT,Utah,2016,April,"Synthetic opioids, excl. methadone (T40.4)",76,85,100,0.484288151,
UT,Utah,2016,May,"Synthetic opioids, excl. methadone (T40.4)",78,88,100,0.50386111,
UT,Utah,2016,June,"Synthetic opioids, excl. methadone (T40.4)",89,100,100,0.518700519,
UT,Utah,2016,July,"Synthetic opioids, excl. methadone (T40.4)",88,100,100,0.569846955,
UT,Utah,2016,August,"Synthetic opioids, excl. methadone (T40.4)",88,101,100,0.616883117,
UT,Utah,2016,September,"Synthetic opioids, excl. methadone (T40.4)",85,100,100,0.717716259,
UT,Utah,2016,October,"Synthetic opioids, excl. methadone (T40.4)",80,97,100,0.828953784,
UT,Utah,2016,November,"Synthetic opioids, excl. methadone (T40.4)",80,98,100,0.897275545,
UT,Utah,2016,December,"Synthetic opioids, excl. methadone (T40.4)",77,95,100,0.908206293,
UT,Utah,2017,January,"Synthetic opioids, excl. methadone (T40.4)",78,94,100,0.899203101,* Underreported due to incomplete data
UT,Utah,2017,February,"Synthetic opioids, excl. methadone (T40.4)",78,94,100,0.880843015,* Underreported due to incomplete data
UT,Utah,2017,March,"Synthetic opioids, excl. methadone (T40.4)",82,99,100,0.865660337,* Underreported due to incomplete data
UT,Utah,2017,April,"Synthetic opioids, excl. methadone (T40.4)",82,98,100,0.807325531,* Underreported due to incomplete data
UT,Utah,2017,May,"Synthetic opioids, excl. methadone (T40.4)",81,97,100,0.787615426,* Underreported due to incomplete data
UT,Utah,2017,June,"Synthetic opioids, excl. methadone (T40.4)",77,92,100,0.766221063,* Underreported due to incomplete data
UT,Utah,2017,July,"Synthetic opioids, excl. methadone (T40.4)",78,93,100,0.73633686,* Underreported due to incomplete data
UT,Utah,2017,August,"Synthetic opioids, excl. methadone (T40.4)",81,96,100,0.702576112,* Underreported due to incomplete data
UT,Utah,2017,September,"Synthetic opioids, excl. methadone (T40.4)",79,91,100,0.594916171,* Underreported due to incomplete data
UT,Utah,2017,October,"Synthetic opioids, excl. methadone (T40.4)",83,92,100,0.45657195,* Underreported due to incomplete data
UT,Utah,2017,November,"Synthetic opioids, excl. methadone (T40.4)",82,89,100,0.357390516,* Underreported due to incomplete data
VA,Virginia,2015,January,Cocaine (T40.5),125,130,100,0.037846532,
VA,Virginia,2015,February,Cocaine (T40.5),133,138,100,0.042256166,
VA,Virginia,2015,March,Cocaine (T40.5),128,133,100,0.043672209,
VA,Virginia,2015,April,Cocaine (T40.5),132,137,100,0.045079355,
VA,Virginia,2015,May,Cocaine (T40.5),130,135,100,0.041923513,
VA,Virginia,2015,June,Cocaine (T40.5),135,140,100,0.04344116,
VA,Virginia,2015,July,Cocaine (T40.5),134,139,100,0.04494382,
VA,Virginia,2015,August,Cocaine (T40.5),143,149,100,0.044719961,
VA,Virginia,2015,September,Cocaine (T40.5),146,152,100,0.046132554,
VA,Virginia,2015,October,Cocaine (T40.5),156,162,100,0.041432649,
VA,Virginia,2015,November,Cocaine (T40.5),157,163,100,0.035336232,
VA,Virginia,2015,December,Cocaine (T40.5),157,163,100,0.030883261,
VA,Virginia,2016,January,Cocaine (T40.5),168,174,100,0.02967081,
VA,Virginia,2016,February,Cocaine (T40.5),179,186,100,0.023439697,
VA,Virginia,2016,March,Cocaine (T40.5),202,210,100,0.020269744,
VA,Virginia,2016,April,Cocaine (T40.5),213,221,100,0.017160151,
VA,Virginia,2016,May,Cocaine (T40.5),222,230,100,0.020186335,
VA,Virginia,2016,June,Cocaine (T40.5),224,232,100,0.018587361,
VA,Virginia,2016,July,Cocaine (T40.5),237,246,100,0.015436387,
VA,Virginia,2016,August,Cocaine (T40.5),239,248,100,0.015429003,
VA,Virginia,2016,September,Cocaine (T40.5),243,252,100,0.012359794,
VA,Virginia,2016,October,Cocaine (T40.5),246,255,100,0.010773374,
VA,Virginia,2016,November,Cocaine (T40.5),251,260,100,0.013802834,
VA,Virginia,2016,December,Cocaine (T40.5),257,266,100,0.019823117,
VA,Virginia,2017,January,Cocaine (T40.5),264,272,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Cocaine (T40.5),273,282,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Cocaine (T40.5),264,272,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Cocaine (T40.5),272,283,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Cocaine (T40.5),271,281,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Cocaine (T40.5),294,306,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Cocaine (T40.5),301,312,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Cocaine (T40.5),307,317,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Cocaine (T40.5),314,325,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Cocaine (T40.5),319,331,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Cocaine (T40.5),323,336,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Heroin (T40.1),246,248,100,0.037846532,
VA,Virginia,2015,February,Heroin (T40.1),260,262,100,0.042256166,
VA,Virginia,2015,March,Heroin (T40.1),260,263,100,0.043672209,
VA,Virginia,2015,April,Heroin (T40.1),272,275,100,0.045079355,
VA,Virginia,2015,May,Heroin (T40.1),288,291,100,0.041923513,
VA,Virginia,2015,June,Heroin (T40.1),301,304,100,0.04344116,
VA,Virginia,2015,July,Heroin (T40.1),302,305,100,0.04494382,
VA,Virginia,2015,August,Heroin (T40.1),307,310,100,0.044719961,
VA,Virginia,2015,September,Heroin (T40.1),319,322,100,0.046132554,
VA,Virginia,2015,October,Heroin (T40.1),341,344,100,0.041432649,
VA,Virginia,2015,November,Heroin (T40.1),338,341,100,0.035336232,
VA,Virginia,2015,December,Heroin (T40.1),338,340,100,0.030883261,
VA,Virginia,2016,January,Heroin (T40.1),339,341,100,0.02967081,
VA,Virginia,2016,February,Heroin (T40.1),353,355,100,0.023439697,
VA,Virginia,2016,March,Heroin (T40.1),374,376,100,0.020269744,
VA,Virginia,2016,April,Heroin (T40.1),379,381,100,0.017160151,
VA,Virginia,2016,May,Heroin (T40.1),386,388,100,0.020186335,
VA,Virginia,2016,June,Heroin (T40.1),392,394,100,0.018587361,
VA,Virginia,2016,July,Heroin (T40.1),397,399,100,0.015436387,
VA,Virginia,2016,August,Heroin (T40.1),400,402,100,0.015429003,
VA,Virginia,2016,September,Heroin (T40.1),398,399,100,0.012359794,
VA,Virginia,2016,October,Heroin (T40.1),399,400,100,0.010773374,
VA,Virginia,2016,November,Heroin (T40.1),419,421,100,0.013802834,
VA,Virginia,2016,December,Heroin (T40.1),439,441,100,0.019823117,
VA,Virginia,2017,January,Heroin (T40.1),454,453,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Heroin (T40.1),460,461,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Heroin (T40.1),456,456,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Heroin (T40.1),460,460,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Heroin (T40.1),464,463,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Heroin (T40.1),483,483,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Heroin (T40.1),506,512,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Heroin (T40.1),524,531,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Heroin (T40.1),534,542,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Heroin (T40.1),529,537,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Heroin (T40.1),524,530,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Methadone (T40.3),99,100,100,0.037846532,
VA,Virginia,2015,February,Methadone (T40.3),95,96,100,0.042256166,
VA,Virginia,2015,March,Methadone (T40.3),91,92,100,0.043672209,
VA,Virginia,2015,April,Methadone (T40.3),91,92,100,0.045079355,
VA,Virginia,2015,May,Methadone (T40.3),89,90,100,0.041923513,
VA,Virginia,2015,June,Methadone (T40.3),88,89,100,0.04344116,
VA,Virginia,2015,July,Methadone (T40.3),85,86,100,0.04494382,
VA,Virginia,2015,August,Methadone (T40.3),86,87,100,0.044719961,
VA,Virginia,2015,September,Methadone (T40.3),77,78,100,0.046132554,
VA,Virginia,2015,October,Methadone (T40.3),73,74,100,0.041432649,
VA,Virginia,2015,November,Methadone (T40.3),66,67,100,0.035336232,
VA,Virginia,2015,December,Methadone (T40.3),69,70,100,0.030883261,
VA,Virginia,2016,January,Methadone (T40.3),73,74,100,0.02967081,
VA,Virginia,2016,February,Methadone (T40.3),78,79,100,0.023439697,
VA,Virginia,2016,March,Methadone (T40.3),79,80,100,0.020269744,
VA,Virginia,2016,April,Methadone (T40.3),78,79,100,0.017160151,
VA,Virginia,2016,May,Methadone (T40.3),77,78,100,0.020186335,
VA,Virginia,2016,June,Methadone (T40.3),79,80,100,0.018587361,
VA,Virginia,2016,July,Methadone (T40.3),80,81,100,0.015436387,
VA,Virginia,2016,August,Methadone (T40.3),77,78,100,0.015429003,
VA,Virginia,2016,September,Methadone (T40.3),84,85,100,0.012359794,
VA,Virginia,2016,October,Methadone (T40.3),87,88,100,0.010773374,
VA,Virginia,2016,November,Methadone (T40.3),83,84,100,0.013802834,
VA,Virginia,2016,December,Methadone (T40.3),77,78,100,0.019823117,
VA,Virginia,2017,January,Methadone (T40.3),71,71,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Methadone (T40.3),67,67,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Methadone (T40.3),67,68,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Methadone (T40.3),68,69,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Methadone (T40.3),69,70,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Methadone (T40.3),65,66,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Methadone (T40.3),69,70,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Methadone (T40.3),72,73,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Methadone (T40.3),75,77,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Methadone (T40.3),74,75,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Methadone (T40.3),77,78,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Natural & semi-synthetic opioids (T40.2),320,325,100,0.037846532,
VA,Virginia,2015,February,Natural & semi-synthetic opioids (T40.2),315,320,100,0.042256166,
VA,Virginia,2015,March,Natural & semi-synthetic opioids (T40.2),314,319,100,0.043672209,
VA,Virginia,2015,April,Natural & semi-synthetic opioids (T40.2),292,297,100,0.045079355,
VA,Virginia,2015,May,Natural & semi-synthetic opioids (T40.2),286,290,100,0.041923513,
VA,Virginia,2015,June,Natural & semi-synthetic opioids (T40.2),276,280,100,0.04344116,
VA,Virginia,2015,July,Natural & semi-synthetic opioids (T40.2),272,276,100,0.04494382,
VA,Virginia,2015,August,Natural & semi-synthetic opioids (T40.2),285,290,100,0.044719961,
VA,Virginia,2015,September,Natural & semi-synthetic opioids (T40.2),280,285,100,0.046132554,
VA,Virginia,2015,October,Natural & semi-synthetic opioids (T40.2),277,281,100,0.041432649,
VA,Virginia,2015,November,Natural & semi-synthetic opioids (T40.2),273,277,100,0.035336232,
VA,Virginia,2015,December,Natural & semi-synthetic opioids (T40.2),274,278,100,0.030883261,
VA,Virginia,2016,January,Natural & semi-synthetic opioids (T40.2),271,275,100,0.02967081,
VA,Virginia,2016,February,Natural & semi-synthetic opioids (T40.2),282,285,100,0.023439697,
VA,Virginia,2016,March,Natural & semi-synthetic opioids (T40.2),290,293,100,0.020269744,
VA,Virginia,2016,April,Natural & semi-synthetic opioids (T40.2),298,301,100,0.017160151,
VA,Virginia,2016,May,Natural & semi-synthetic opioids (T40.2),312,315,100,0.020186335,
VA,Virginia,2016,June,Natural & semi-synthetic opioids (T40.2),319,322,100,0.018587361,
VA,Virginia,2016,July,Natural & semi-synthetic opioids (T40.2),321,324,100,0.015436387,
VA,Virginia,2016,August,Natural & semi-synthetic opioids (T40.2),317,320,100,0.015429003,
VA,Virginia,2016,September,Natural & semi-synthetic opioids (T40.2),330,333,100,0.012359794,
VA,Virginia,2016,October,Natural & semi-synthetic opioids (T40.2),340,343,100,0.010773374,
VA,Virginia,2016,November,Natural & semi-synthetic opioids (T40.2),345,348,100,0.013802834,
VA,Virginia,2016,December,Natural & semi-synthetic opioids (T40.2),342,346,100,0.019823117,
VA,Virginia,2017,January,Natural & semi-synthetic opioids (T40.2),346,347,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Natural & semi-synthetic opioids (T40.2),349,351,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Natural & semi-synthetic opioids (T40.2),343,346,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Natural & semi-synthetic opioids (T40.2),352,356,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Natural & semi-synthetic opioids (T40.2),345,347,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Natural & semi-synthetic opioids (T40.2),338,342,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Natural & semi-synthetic opioids (T40.2),346,352,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Natural & semi-synthetic opioids (T40.2),344,352,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Natural & semi-synthetic opioids (T40.2),337,345,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Natural & semi-synthetic opioids (T40.2),324,331,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Natural & semi-synthetic opioids (T40.2),325,330,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Number of Deaths,63414,,100,0.037846532,
VA,Virginia,2015,February,Number of Deaths,63896,,100,0.042256166,
VA,Virginia,2015,March,Number of Deaths,64114,,100,0.043672209,
VA,Virginia,2015,April,Number of Deaths,64331,,100,0.045079355,
VA,Virginia,2015,May,Number of Deaths,64403,,100,0.041923513,
VA,Virginia,2015,June,Number of Deaths,64455,,100,0.04344116,
VA,Virginia,2015,July,Number of Deaths,64525,,100,0.04494382,
VA,Virginia,2015,August,Number of Deaths,64848,,100,0.044719961,
VA,Virginia,2015,September,Number of Deaths,65030,,100,0.046132554,
VA,Virginia,2015,October,Number of Deaths,65166,,100,0.041432649,
VA,Virginia,2015,November,Number of Deaths,65089,,100,0.035336232,
VA,Virginia,2015,December,Number of Deaths,64760,,100,0.030883261,
VA,Virginia,2016,January,Number of Deaths,64036,,100,0.02967081,
VA,Virginia,2016,February,Number of Deaths,63994,,100,0.023439697,
VA,Virginia,2016,March,Number of Deaths,64135,,100,0.020269744,
VA,Virginia,2016,April,Number of Deaths,64102,,100,0.017160151,
VA,Virginia,2016,May,Number of Deaths,64400,,100,0.020186335,
VA,Virginia,2016,June,Number of Deaths,64560,,100,0.018587361,
VA,Virginia,2016,July,Number of Deaths,64782,,100,0.015436387,
VA,Virginia,2016,August,Number of Deaths,64813,,100,0.015429003,
VA,Virginia,2016,September,Number of Deaths,64726,,100,0.012359794,
VA,Virginia,2016,October,Number of Deaths,64975,,100,0.010773374,
VA,Virginia,2016,November,Number of Deaths,65204,,100,0.013802834,
VA,Virginia,2016,December,Number of Deaths,65580,,100,0.019823117,
VA,Virginia,2017,January,Number of Deaths,65966,,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Number of Deaths,66108,,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Number of Deaths,66447,,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Number of Deaths,66750,,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Number of Deaths,66772,,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Number of Deaths,66966,,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Number of Deaths,66942,,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Number of Deaths,67016,,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Number of Deaths,67362,,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Number of Deaths,67354,,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Number of Deaths,67382,,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Number of Drug Overdose Deaths,959,969,100,0.037846532,
VA,Virginia,2015,February,Number of Drug Overdose Deaths,980,991,100,0.042256166,
VA,Virginia,2015,March,Number of Drug Overdose Deaths,968,979,100,0.043672209,
VA,Virginia,2015,April,Number of Drug Overdose Deaths,966,977,100,0.045079355,
VA,Virginia,2015,May,Number of Drug Overdose Deaths,973,984,100,0.041923513,
VA,Virginia,2015,June,Number of Drug Overdose Deaths,984,995,100,0.04344116,
VA,Virginia,2015,July,Number of Drug Overdose Deaths,976,987,100,0.04494382,
VA,Virginia,2015,August,Number of Drug Overdose Deaths,994,1006,100,0.044719961,
VA,Virginia,2015,September,Number of Drug Overdose Deaths,1009,1021,100,0.046132554,
VA,Virginia,2015,October,Number of Drug Overdose Deaths,1016,1027,100,0.041432649,
VA,Virginia,2015,November,Number of Drug Overdose Deaths,992,1002,100,0.035336232,
VA,Virginia,2015,December,Number of Drug Overdose Deaths,1002,1011,100,0.030883261,
VA,Virginia,2016,January,Number of Drug Overdose Deaths,1006,1015,100,0.02967081,
VA,Virginia,2016,February,Number of Drug Overdose Deaths,1051,1059,100,0.023439697,
VA,Virginia,2016,March,Number of Drug Overdose Deaths,1107,1115,100,0.020269744,
VA,Virginia,2016,April,Number of Drug Overdose Deaths,1131,1139,100,0.017160151,
VA,Virginia,2016,May,Number of Drug Overdose Deaths,1160,1168,100,0.020186335,
VA,Virginia,2016,June,Number of Drug Overdose Deaths,1186,1194,100,0.018587361,
VA,Virginia,2016,July,Number of Drug Overdose Deaths,1214,1222,100,0.015436387,
VA,Virginia,2016,August,Number of Drug Overdose Deaths,1229,1237,100,0.015429003,
VA,Virginia,2016,September,Number of Drug Overdose Deaths,1260,1267,100,0.012359794,
VA,Virginia,2016,October,Number of Drug Overdose Deaths,1287,1294,100,0.010773374,
VA,Virginia,2016,November,Number of Drug Overdose Deaths,1340,1348,100,0.013802834,
VA,Virginia,2016,December,Number of Drug Overdose Deaths,1356,1366,100,0.019823117,
VA,Virginia,2017,January,Number of Drug Overdose Deaths,1392,1391,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,Number of Drug Overdose Deaths,1402,1406,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,Number of Drug Overdose Deaths,1393,1399,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,Number of Drug Overdose Deaths,1406,1414,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,Number of Drug Overdose Deaths,1414,1422,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,Number of Drug Overdose Deaths,1427,1441,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,Number of Drug Overdose Deaths,1439,1457,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,Number of Drug Overdose Deaths,1452,1477,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,Number of Drug Overdose Deaths,1437,1462,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,Number of Drug Overdose Deaths,1420,1442,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,Number of Drug Overdose Deaths,1420,1436,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,"Opioids (T40.0-T40.4,T40.6)",748,757,100,0.037846532,
VA,Virginia,2015,February,"Opioids (T40.0-T40.4,T40.6)",763,772,100,0.042256166,
VA,Virginia,2015,March,"Opioids (T40.0-T40.4,T40.6)",754,763,100,0.043672209,
VA,Virginia,2015,April,"Opioids (T40.0-T40.4,T40.6)",751,761,100,0.045079355,
VA,Virginia,2015,May,"Opioids (T40.0-T40.4,T40.6)",760,769,100,0.041923513,
VA,Virginia,2015,June,"Opioids (T40.0-T40.4,T40.6)",771,781,100,0.04344116,
VA,Virginia,2015,July,"Opioids (T40.0-T40.4,T40.6)",767,777,100,0.04494382,
VA,Virginia,2015,August,"Opioids (T40.0-T40.4,T40.6)",780,790,100,0.044719961,
VA,Virginia,2015,September,"Opioids (T40.0-T40.4,T40.6)",793,803,100,0.046132554,
VA,Virginia,2015,October,"Opioids (T40.0-T40.4,T40.6)",812,822,100,0.041432649,
VA,Virginia,2015,November,"Opioids (T40.0-T40.4,T40.6)",794,803,100,0.035336232,
VA,Virginia,2015,December,"Opioids (T40.0-T40.4,T40.6)",802,810,100,0.030883261,
VA,Virginia,2016,January,"Opioids (T40.0-T40.4,T40.6)",804,812,100,0.02967081,
VA,Virginia,2016,February,"Opioids (T40.0-T40.4,T40.6)",855,862,100,0.023439697,
VA,Virginia,2016,March,"Opioids (T40.0-T40.4,T40.6)",902,909,100,0.020269744,
VA,Virginia,2016,April,"Opioids (T40.0-T40.4,T40.6)",926,933,100,0.017160151,
VA,Virginia,2016,May,"Opioids (T40.0-T40.4,T40.6)",951,959,100,0.020186335,
VA,Virginia,2016,June,"Opioids (T40.0-T40.4,T40.6)",976,984,100,0.018587361,
VA,Virginia,2016,July,"Opioids (T40.0-T40.4,T40.6)",994,1001,100,0.015436387,
VA,Virginia,2016,August,"Opioids (T40.0-T40.4,T40.6)",1009,1016,100,0.015429003,
VA,Virginia,2016,September,"Opioids (T40.0-T40.4,T40.6)",1028,1035,100,0.012359794,
VA,Virginia,2016,October,"Opioids (T40.0-T40.4,T40.6)",1056,1063,100,0.010773374,
VA,Virginia,2016,November,"Opioids (T40.0-T40.4,T40.6)",1097,1105,100,0.013802834,
VA,Virginia,2016,December,"Opioids (T40.0-T40.4,T40.6)",1117,1126,100,0.019823117,
VA,Virginia,2017,January,"Opioids (T40.0-T40.4,T40.6)",1148,1148,100,0.021223054,* Underreported due to incomplete data
VA,Virginia,2017,February,"Opioids (T40.0-T40.4,T40.6)",1151,1155,100,0.021177467,* Underreported due to incomplete data
VA,Virginia,2017,March,"Opioids (T40.0-T40.4,T40.6)",1140,1145,100,0.027089259,* Underreported due to incomplete data
VA,Virginia,2017,April,"Opioids (T40.0-T40.4,T40.6)",1146,1153,100,0.031460674,* Underreported due to incomplete data
VA,Virginia,2017,May,"Opioids (T40.0-T40.4,T40.6)",1146,1152,100,0.031450309,* Underreported due to incomplete data
VA,Virginia,2017,June,"Opioids (T40.0-T40.4,T40.6)",1150,1161,100,0.032852492,* Underreported due to incomplete data
VA,Virginia,2017,July,"Opioids (T40.0-T40.4,T40.6)",1170,1188,100,0.037345762,* Underreported due to incomplete data
VA,Virginia,2017,August,"Opioids (T40.0-T40.4,T40.6)",1190,1211,100,0.038796705,* Underreported due to incomplete data
VA,Virginia,2017,September,"Opioids (T40.0-T40.4,T40.6)",1188,1211,100,0.044535495,* Underreported due to incomplete data
VA,Virginia,2017,October,"Opioids (T40.0-T40.4,T40.6)",1160,1179,100,0.04751017,* Underreported due to incomplete data
VA,Virginia,2017,November,"Opioids (T40.0-T40.4,T40.6)",1167,1183,100,0.0430382,* Underreported due to incomplete data
VA,Virginia,2015,January,Percent with drugs specified,98.12304484,,100,0.037846532,
VA,Virginia,2015,February,Percent with drugs specified,98.06122449,,100,0.042256166,
VA,Virginia,2015,March,Percent with drugs specified,98.24380165,,100,0.043672209,
VA,Virginia,2015,April,Percent with drugs specified,98.13664596,,100,0.045079355,
VA,Virginia,2015,May,Percent with drugs specified,98.15005139,,100,0.041923513,
VA,Virginia,2015,June,Percent with drugs specified,98.17073171,,100,0.04344116,
VA,Virginia,2015,July,Percent with drugs specified,98.25819672,,100,0.04494382,
VA,Virginia,2015,August,Percent with drugs specified,98.39034205,,100,0.044719961,
VA,Virginia,2015,September,Percent with drugs specified,98.41427156,,100,0.046132554,
